uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,6
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,7
RS,SRAG,HOSPITAL,"50 - 59",F,17
RS,SRAG,HOSPITAL,"50 - 59",M,17
RS,SRAG,IGNORADO,"50 - 59",M,1
RS,SRAG,OUTRO,"50 - 59",F,1
RS,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
SC,OUTRAS,AMBULANCIA,"50 - 59",M,1
SC,OUTRAS,DOMICILIO,"50 - 59",F,165
SC,OUTRAS,DOMICILIO,"50 - 59",M,335
SC,OUTRAS,HOSPITAL,"50 - 59",F,523
SC,OUTRAS,HOSPITAL,"50 - 59",M,737
SC,OUTRAS,IGNORADO,"50 - 59",F,1
SC,OUTRAS,IGNORADO,"50 - 59",M,1
SC,OUTRAS,OUTRO,"50 - 59",F,8
SC,OUTRAS,OUTRO,"50 - 59",M,34
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,29
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,33
SC,OUTRAS,VIA_PUBLICA,"50 - 59",F,5
SC,OUTRAS,VIA_PUBLICA,"50 - 59",M,33
SC,COVID,DOMICILIO,"50 - 59",F,16
SC,COVID,DOMICILIO,"50 - 59",M,19
SC,COVID,HOSPITAL,"50 - 59",F,821
SC,COVID,HOSPITAL,"50 - 59",M,1330
SC,COVID,IGNORADO,"50 - 59",F,2
SC,COVID,IGNORADO,"50 - 59",M,3
SC,COVID,OUTRO,"50 - 59",F,2
SC,COVID,OUTRO,"50 - 59",M,2
SC,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",F,11
SC,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",M,19
SC,COVID,VIA_PUBLICA,"50 - 59",M,4
SC,INDETERMINADA,DOMICILIO,"50 - 59",M,10
SC,INDETERMINADA,HOSPITAL,"50 - 59",F,1
SC,INDETERMINADA,HOSPITAL,"50 - 59",M,4
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,10
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,9
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,93
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,101
SC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",M,1
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,4
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,5
SC,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",M,1
SC,PNEUMONIA,DOMICILIO,"50 - 59",F,5
SC,PNEUMONIA,DOMICILIO,"50 - 59",M,6
SC,PNEUMONIA,HOSPITAL,"50 - 59",F,98
SC,PNEUMONIA,HOSPITAL,"50 - 59",M,155
SC,PNEUMONIA,OUTRO,"50 - 59",M,2
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
SC,PNEUMONIA,VIA_PUBLICA,"50 - 59",M,1
SC,SEPTICEMIA,DOMICILIO,"50 - 59",F,5
SC,SEPTICEMIA,DOMICILIO,"50 - 59",M,2
SC,SEPTICEMIA,HOSPITAL,"50 - 59",F,118
SC,SEPTICEMIA,HOSPITAL,"50 - 59",M,186
SC,SEPTICEMIA,IGNORADO,"50 - 59",F,1
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,4
SC,SEPTICEMIA,VIA_PUBLICA,"50 - 59",M,1
SC,SRAG,DOMICILIO,"50 - 59",F,2
SC,SRAG,DOMICILIO,"50 - 59",M,2
SC,SRAG,HOSPITAL,"50 - 59",F,7
SC,SRAG,HOSPITAL,"50 - 59",M,5
SE,OUTRAS,DOMICILIO,"50 - 59",F,30
SE,OUTRAS,DOMICILIO,"50 - 59",M,61
SE,OUTRAS,HOSPITAL,"50 - 59",F,111
SE,OUTRAS,HOSPITAL,"50 - 59",M,137
SE,OUTRAS,IGNORADO,"50 - 59",M,3
SE,OUTRAS,OUTRO,"50 - 59",F,1
SE,OUTRAS,OUTRO,"50 - 59",M,8
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,39
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,88
SE,OUTRAS,VIA_PUBLICA,"50 - 59",M,11
SE,COVID,DOMICILIO,"50 - 59",F,5
SE,COVID,DOMICILIO,"50 - 59",M,8
SE,COVID,HOSPITAL,"50 - 59",F,249
SE,COVID,HOSPITAL,"50 - 59",M,290
SE,COVID,IGNORADO,"50 - 59",F,1
SE,COVID,IGNORADO,"50 - 59",M,1
SE,COVID,OUTRO,"50 - 59",F,1
SE,COVID,OUTRO,"50 - 59",M,1
SE,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",F,4
SE,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",M,11
SE,COVID,VIA_PUBLICA,"50 - 59",M,1
SE,INDETERMINADA,DOMICILIO,"50 - 59",F,1
SE,INDETERMINADA,DOMICILIO,"50 - 59",M,1
SE,INDETERMINADA,HOSPITAL,"50 - 59",M,2
SE,INDETERMINADA,OUTRO,"50 - 59",M,1
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,3
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,4
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,17
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,21
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,3
SE,PNEUMONIA,DOMICILIO,"50 - 59",M,1
SE,PNEUMONIA,HOSPITAL,"50 - 59",F,36
SE,PNEUMONIA,HOSPITAL,"50 - 59",M,34
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
SE,SEPTICEMIA,HOSPITAL,"50 - 59",F,49
SE,SEPTICEMIA,HOSPITAL,"50 - 59",M,60
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
SE,SRAG,HOSPITAL,"50 - 59",F,5
SE,SRAG,HOSPITAL,"50 - 59",M,11
SE,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
SE,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
SP,OUTRAS,DOMICILIO,"50 - 59",F,956
SP,OUTRAS,DOMICILIO,"50 - 59",I,1
SP,OUTRAS,DOMICILIO,"50 - 59",M,2294
SP,OUTRAS,HOSPITAL,"50 - 59",F,3075
SP,OUTRAS,HOSPITAL,"50 - 59",I,3
SP,OUTRAS,HOSPITAL,"50 - 59",M,4770
SP,OUTRAS,IGNORADO,"50 - 59",F,15
SP,OUTRAS,IGNORADO,"50 - 59",I,274
SP,OUTRAS,IGNORADO,"50 - 59",M,34
SP,OUTRAS,OUTRO,"50 - 59",F,118
SP,OUTRAS,OUTRO,"50 - 59",I,1
SP,OUTRAS,OUTRO,"50 - 59",M,353
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,272
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,545
SP,OUTRAS,POSTO_SAUDE,"50 - 59",F,6
SP,OUTRAS,POSTO_SAUDE,"50 - 59",M,20
SP,OUTRAS,VIA_PUBLICA,"50 - 59",F,32
SP,OUTRAS,VIA_PUBLICA,"50 - 59",M,298
SP,COVID,AMBULANCIA,"50 - 59",F,1
SP,COVID,AMBULANCIA,"50 - 59",M,1
SP,COVID,DOMICILIO,"50 - 59",F,117
SP,COVID,DOMICILIO,"50 - 59",M,182
SP,COVID,HOSPITAL,"50 - 59",F,7265
SP,COVID,HOSPITAL,"50 - 59",I,2
SP,COVID,HOSPITAL,"50 - 59",M,10813
SP,COVID,IGNORADO,"50 - 59",F,18
SP,COVID,IGNORADO,"50 - 59",M,28
SP,COVID,OUTRO,"50 - 59",F,84
SP,COVID,OUTRO,"50 - 59",M,134
SP,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",F,332
SP,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",M,420
SP,COVID,POSTO_SAUDE,"50 - 59",F,3
SP,COVID,POSTO_SAUDE,"50 - 59",M,5
SP,COVID,SAMU,"50 - 59",M,1
SP,COVID,VIA_PUBLICA,"50 - 59",F,2
SP,COVID,VIA_PUBLICA,"50 - 59",M,5
SP,INDETERMINADA,DOMICILIO,"50 - 59",F,12
SP,INDETERMINADA,DOMICILIO,"50 - 59",M,71
SP,INDETERMINADA,HOSPITAL,"50 - 59",F,12
SP,INDETERMINADA,HOSPITAL,"50 - 59",M,20
SP,INDETERMINADA,OUTRO,"50 - 59",M,10
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,4
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,9
SP,INDETERMINADA,VIA_PUBLICA,"50 - 59",F,1
SP,INDETERMINADA,VIA_PUBLICA,"50 - 59",M,4
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,53
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,95
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,672
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,798
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"50 - 59",F,6
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"50 - 59",M,3
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",F,10
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",M,23
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,60
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,76
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"50 - 59",F,2
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"50 - 59",M,2
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",M,5
SP,PNEUMONIA,DOMICILIO,"50 - 59",F,12
SP,PNEUMONIA,DOMICILIO,"50 - 59",M,64
SP,PNEUMONIA,HOSPITAL,"50 - 59",F,883
SP,PNEUMONIA,HOSPITAL,"50 - 59",M,1495
SP,PNEUMONIA,IGNORADO,"50 - 59",F,2
SP,PNEUMONIA,IGNORADO,"50 - 59",M,4
SP,PNEUMONIA,OUTRO,"50 - 59",F,5
SP,PNEUMONIA,OUTRO,"50 - 59",M,18
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,38
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,49
SP,PNEUMONIA,VIA_PUBLICA,"50 - 59",M,10
SP,SEPTICEMIA,DOMICILIO,"50 - 59",F,11
SP,SEPTICEMIA,DOMICILIO,"50 - 59",M,21
SP,SEPTICEMIA,HOSPITAL,"50 - 59",F,1017
SP,SEPTICEMIA,HOSPITAL,"50 - 59",M,1300
SP,SEPTICEMIA,IGNORADO,"50 - 59",F,3
SP,SEPTICEMIA,IGNORADO,"50 - 59",M,4
SP,SEPTICEMIA,OUTRO,"50 - 59",F,8
SP,SEPTICEMIA,OUTRO,"50 - 59",M,9
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,39
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,57
SP,SEPTICEMIA,POSTO_SAUDE,"50 - 59",F,1
SP,SEPTICEMIA,VIA_PUBLICA,"50 - 59",F,1
SP,SEPTICEMIA,VIA_PUBLICA,"50 - 59",M,1
SP,SRAG,DOMICILIO,"50 - 59",F,1
SP,SRAG,DOMICILIO,"50 - 59",M,5
SP,SRAG,HOSPITAL,"50 - 59",F,99
SP,SRAG,HOSPITAL,"50 - 59",M,111
SP,SRAG,OUTRO,"50 - 59",F,1
SP,SRAG,OUTRO,"50 - 59",M,6
SP,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",F,8
SP,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",M,12
TO,OUTRAS,DOMICILIO,"50 - 59",F,22
TO,OUTRAS,DOMICILIO,"50 - 59",M,44
TO,OUTRAS,HOSPITAL,"50 - 59",F,45
TO,OUTRAS,HOSPITAL,"50 - 59",M,76
TO,OUTRAS,IGNORADO,"50 - 59",F,1
TO,OUTRAS,OUTRO,"50 - 59",F,3
TO,OUTRAS,OUTRO,"50 - 59",M,18
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,3
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,4
TO,OUTRAS,VIA_PUBLICA,"50 - 59",F,2
TO,OUTRAS,VIA_PUBLICA,"50 - 59",M,3
TO,COVID,DOMICILIO,"50 - 59",F,2
TO,COVID,DOMICILIO,"50 - 59",M,3
TO,COVID,HOSPITAL,"50 - 59",F,126
TO,COVID,HOSPITAL,"50 - 59",I,1
TO,COVID,HOSPITAL,"50 - 59",M,164
TO,COVID,IGNORADO,"50 - 59",M,1
TO,COVID,OUTRO,"50 - 59",M,1
TO,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",F,4
TO,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",M,4
TO,INDETERMINADA,DOMICILIO,"50 - 59",M,3
TO,INDETERMINADA,HOSPITAL,"50 - 59",F,1
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,2
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,3
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,3
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,12
TO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",M,1
TO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
TO,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",M,1
TO,PNEUMONIA,DOMICILIO,"50 - 59",F,1
TO,PNEUMONIA,DOMICILIO,"50 - 59",M,1
TO,PNEUMONIA,HOSPITAL,"50 - 59",F,13
TO,PNEUMONIA,HOSPITAL,"50 - 59",M,25
TO,SEPTICEMIA,HOSPITAL,"50 - 59",F,20
TO,SEPTICEMIA,HOSPITAL,"50 - 59",M,17
TO,SRAG,HOSPITAL,"50 - 59",M,2
AC,OUTRAS,AMBULANCIA,"60 - 69",M,1
AC,OUTRAS,DOMICILIO,"60 - 69",F,19
AC,OUTRAS,DOMICILIO,"60 - 69",M,38
AC,OUTRAS,HOSPITAL,"60 - 69",F,31
AC,OUTRAS,HOSPITAL,"60 - 69",M,43
AC,OUTRAS,OUTRO,"60 - 69",F,5
AC,OUTRAS,OUTRO,"60 - 69",M,7
AC,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
AC,OUTRAS,VIA_PUBLICA,"60 - 69",M,7
AC,COVID,DOMICILIO,"60 - 69",F,1
AC,COVID,DOMICILIO,"60 - 69",M,2
AC,COVID,HOSPITAL,"60 - 69",F,123
AC,COVID,HOSPITAL,"60 - 69",M,142
AC,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
AC,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
AC,INDETERMINADA,DOMICILIO,"60 - 69",F,1
AC,INDETERMINADA,DOMICILIO,"60 - 69",M,1
AC,INDETERMINADA,HOSPITAL,"60 - 69",M,2
AC,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
AC,INDETERMINADA,VIA_PUBLICA,"60 - 69",F,1
AC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,2
AC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,2
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,9
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,14
AC,PNEUMONIA,DOMICILIO,"60 - 69",F,2
AC,PNEUMONIA,DOMICILIO,"60 - 69",M,3
AC,PNEUMONIA,HOSPITAL,"60 - 69",F,32
AC,PNEUMONIA,HOSPITAL,"60 - 69",M,41
AC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
AC,SEPTICEMIA,HOSPITAL,"60 - 69",F,19
AC,SEPTICEMIA,HOSPITAL,"60 - 69",M,23
AC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
AC,SRAG,HOSPITAL,"60 - 69",F,2
AC,SRAG,HOSPITAL,"60 - 69",M,7
AC,SRAG,OUTRO,"60 - 69",F,1
AC,SRAG,OUTRO,"60 - 69",M,1
AL,OUTRAS,DOMICILIO,"60 - 69",F,133
AL,OUTRAS,DOMICILIO,"60 - 69",M,225
AL,OUTRAS,HOSPITAL,"60 - 69",F,224
AL,OUTRAS,HOSPITAL,"60 - 69",M,303
AL,OUTRAS,IGNORADO,"60 - 69",F,1
AL,OUTRAS,IGNORADO,"60 - 69",M,2
AL,OUTRAS,OUTRO,"60 - 69",F,6
AL,OUTRAS,OUTRO,"60 - 69",M,18
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,17
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,25
AL,OUTRAS,VIA_PUBLICA,"60 - 69",F,2
AL,OUTRAS,VIA_PUBLICA,"60 - 69",M,20
AL,COVID,DOMICILIO,"60 - 69",F,3
AL,COVID,DOMICILIO,"60 - 69",M,8
AL,COVID,HOSPITAL,"60 - 69",F,293
AL,COVID,HOSPITAL,"60 - 69",M,307
AL,COVID,IGNORADO,"60 - 69",M,1
AL,COVID,OUTRO,"60 - 69",M,1
AL,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,7
AL,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,8
AL,INDETERMINADA,DOMICILIO,"60 - 69",F,1
AL,INDETERMINADA,DOMICILIO,"60 - 69",M,5
AL,INDETERMINADA,HOSPITAL,"60 - 69",F,2
AL,INDETERMINADA,HOSPITAL,"60 - 69",M,2
AL,INDETERMINADA,OUTRO,"60 - 69",M,1
AL,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,8
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,17
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,48
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,44
AL,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,1
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,4
AL,PNEUMONIA,DOMICILIO,"60 - 69",F,1
AL,PNEUMONIA,DOMICILIO,"60 - 69",M,2
AL,PNEUMONIA,HOSPITAL,"60 - 69",F,74
AL,PNEUMONIA,HOSPITAL,"60 - 69",M,88
AL,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
AL,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
AL,SEPTICEMIA,DOMICILIO,"60 - 69",F,3
AL,SEPTICEMIA,DOMICILIO,"60 - 69",M,5
AL,SEPTICEMIA,HOSPITAL,"60 - 69",F,108
AL,SEPTICEMIA,HOSPITAL,"60 - 69",M,79
AL,SEPTICEMIA,IGNORADO,"60 - 69",F,1
AL,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
AL,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,4
AL,SRAG,DOMICILIO,"60 - 69",F,1
AL,SRAG,DOMICILIO,"60 - 69",M,1
AL,SRAG,HOSPITAL,"60 - 69",F,10
AL,SRAG,HOSPITAL,"60 - 69",M,21
AM,OUTRAS,DOMICILIO,"60 - 69",F,131
AM,OUTRAS,DOMICILIO,"60 - 69",M,221
AM,OUTRAS,HOSPITAL,"60 - 69",F,237
AM,OUTRAS,HOSPITAL,"60 - 69",M,314
AM,OUTRAS,IGNORADO,"60 - 69",F,1
AM,OUTRAS,IGNORADO,"60 - 69",M,3
AM,OUTRAS,OUTRO,"60 - 69",F,13
AM,OUTRAS,OUTRO,"60 - 69",M,29
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
AM,OUTRAS,VIA_PUBLICA,"60 - 69",M,9
AM,COVID,DOMICILIO,"60 - 69",F,18
AM,COVID,DOMICILIO,"60 - 69",M,44
AM,COVID,HOSPITAL,"60 - 69",F,648
AM,COVID,HOSPITAL,"60 - 69",M,768
AM,COVID,OUTRO,"60 - 69",F,23
AM,COVID,OUTRO,"60 - 69",M,44
AM,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,4
AM,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,7
AM,COVID,VIA_PUBLICA,"60 - 69",M,1
AM,INDETERMINADA,DOMICILIO,"60 - 69",F,3
AM,INDETERMINADA,DOMICILIO,"60 - 69",M,3
AM,INDETERMINADA,HOSPITAL,"60 - 69",M,1
AM,INDETERMINADA,OUTRO,"60 - 69",M,1
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,9
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,6
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,23
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,39
AM,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,1
AM,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,3
AM,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
AM,PNEUMONIA,DOMICILIO,"60 - 69",M,11
AM,PNEUMONIA,HOSPITAL,"60 - 69",F,98
AM,PNEUMONIA,HOSPITAL,"60 - 69",M,125
AM,PNEUMONIA,OUTRO,"60 - 69",F,4
AM,PNEUMONIA,OUTRO,"60 - 69",M,4
AM,SEPTICEMIA,DOMICILIO,"60 - 69",M,2
AM,SEPTICEMIA,HOSPITAL,"60 - 69",F,90
AM,SEPTICEMIA,HOSPITAL,"60 - 69",M,119
AM,SEPTICEMIA,OUTRO,"60 - 69",F,5
AM,SEPTICEMIA,OUTRO,"60 - 69",M,5
AM,SRAG,DOMICILIO,"60 - 69",F,2
AM,SRAG,DOMICILIO,"60 - 69",M,11
AM,SRAG,HOSPITAL,"60 - 69",F,101
AM,SRAG,HOSPITAL,"60 - 69",M,101
AM,SRAG,OUTRO,"60 - 69",F,3
AM,SRAG,OUTRO,"60 - 69",M,5
AM,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
AP,OUTRAS,DOMICILIO,"60 - 69",F,9
AP,OUTRAS,DOMICILIO,"60 - 69",M,16
AP,OUTRAS,HOSPITAL,"60 - 69",F,18
AP,OUTRAS,HOSPITAL,"60 - 69",M,42
AP,OUTRAS,OUTRO,"60 - 69",M,1
AP,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
AP,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,4
AP,OUTRAS,VIA_PUBLICA,"60 - 69",M,3
AP,COVID,DOMICILIO,"60 - 69",M,2
AP,COVID,HOSPITAL,"60 - 69",F,81
AP,COVID,HOSPITAL,"60 - 69",M,102
AP,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,4
AP,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,6
AP,COVID,POSTO_SAUDE,"60 - 69",F,4
AP,COVID,POSTO_SAUDE,"60 - 69",M,4
AP,COVID,VIA_PUBLICA,"60 - 69",F,1
AP,INDETERMINADA,DOMICILIO,"60 - 69",M,1
AP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,1
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,1
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,4
AP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,1
AP,PNEUMONIA,DOMICILIO,"60 - 69",M,1
AP,PNEUMONIA,HOSPITAL,"60 - 69",F,15
AP,PNEUMONIA,HOSPITAL,"60 - 69",M,21
AP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,4
AP,SEPTICEMIA,HOSPITAL,"60 - 69",F,17
AP,SEPTICEMIA,HOSPITAL,"60 - 69",M,19
AP,SRAG,HOSPITAL,"60 - 69",F,1
BA,OUTRAS,DOMICILIO,"60 - 69",F,576
BA,OUTRAS,DOMICILIO,"60 - 69",M,1054
BA,OUTRAS,HOSPITAL,"60 - 69",F,976
BA,OUTRAS,HOSPITAL,"60 - 69",I,1
BA,OUTRAS,HOSPITAL,"60 - 69",M,1383
BA,OUTRAS,IGNORADO,"60 - 69",F,11
BA,OUTRAS,IGNORADO,"60 - 69",M,21
BA,OUTRAS,OUTRO,"60 - 69",F,36
BA,OUTRAS,OUTRO,"60 - 69",M,110
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,140
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,215
BA,OUTRAS,VIA_PUBLICA,"60 - 69",F,17
BA,OUTRAS,VIA_PUBLICA,"60 - 69",M,84
BA,COVID,DOMICILIO,"60 - 69",F,24
BA,COVID,DOMICILIO,"60 - 69",M,34
BA,COVID,HOSPITAL,"60 - 69",F,1073
BA,COVID,HOSPITAL,"60 - 69",I,1
BA,COVID,HOSPITAL,"60 - 69",M,1356
BA,COVID,IGNORADO,"60 - 69",F,8
BA,COVID,IGNORADO,"60 - 69",M,2
BA,COVID,OUTRO,"60 - 69",F,22
BA,COVID,OUTRO,"60 - 69",M,15
BA,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,53
BA,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,60
BA,COVID,VIA_PUBLICA,"60 - 69",F,2
BA,COVID,VIA_PUBLICA,"60 - 69",M,5
BA,INDETERMINADA,DOMICILIO,"60 - 69",M,6
BA,INDETERMINADA,HOSPITAL,"60 - 69",F,2
BA,INDETERMINADA,HOSPITAL,"60 - 69",M,1
BA,INDETERMINADA,OUTRO,"60 - 69",F,2
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,44
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,55
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,214
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,267
